The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
萬華區,房地(土地+建物),臺北市萬華區開封街二段12號九樓之3,6.44,商,,,1081126,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970227,70.81,3,0,1,有,有,15400000,217483,,0,0,,SPQOMLNJJHPFFBA57DA,44.34,2.85,1.78,,
中正區,房地(土地+建物),臺北市中正區忠孝西路一段５０號１４樓之３１,2.53,商,,,1080914,土地1建物1車位0,十四層,二十七層,套房(1房1廳1衛),商業用,鋼骨混凝土造,790815,49.13,1,1,1,有,有,11700000,238144,,0,0,,RPPNMLNJJHPFFBA27DA,30.53,0,3.5,,
內湖區,房地(土地+建物),臺北市內湖區民權東路六段２８０巷９８之１號７樓,22.85,住,,,1081207,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830314,98.41,2,2,1,有,有,19700000,200183,,0,0,含增建或未登記建物。,RPWNMLPJJHPFFCA28DA,70.91,2.07,8.21,,
信義區,房地(土地+建物),臺北市信義區富陽街55巷9號四樓,36.19,住,,,1081217,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,98,3,1,1,有,無,8800000,89796,,0,0,親友、員工或其他特殊關係間之交易。；含增建或未登記建物。；,RPQOMLLMKIOFFDA87DA,98,0,0,,
松山區,房地(土地+建物),臺北市松山區民生東路五段１５３號４樓之１６,6.73,商,,,1081105,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,720129,77.36,2,2,1,有,有,15880000,205274,,0,0,含增建或未登記建物。,RPTNMLNJJHPFFDA87DA,59.36,0,6.09,,
信義區,房地(土地+建物),臺北市信義區松隆路215巷4弄8號三樓,28,商,,,1081001,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671006,88.11,2,2,1,有,無,11000000,124844,,0,0,,RPWOMLLMJHPFFDA38DA,73.82,0,14.29,,
士林區,房地(土地+建物),臺北市士林區中山北路七段１４巷６１弄１１號５樓,26,住,,,1080628,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731121,97.23,4,3,3,有,無,13800000,141932,,0,0,含增建或未登記建物。；含增建或未登記建物。,RPWNMLNJJHPFFEA28DA,79.12,0,9.34,,
士林區,房地(土地+建物),臺北市士林區中山北路七段２２７巷８號２樓,30.64,住,,,1081125,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,731210,143.14,4,2,2,有,有,24250000,169415,,0,0,含增建或未登記建物。,RPXNMLNJJHPFFEA38DA,122.85,0,13.98,,
北投區,房地(土地+建物),臺北市北投區溫泉路７１號７樓之１３,3.49,其他,,,1081130,土地1建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,700218,27.52,1,1,1,有,有,2080000,75581,,0,0,,RPSPMLRJJHPFFEA48DA,19.42,0,4.02,,
大安區,房地(土地+建物),臺北市大安區和平東路二段４９之１號１０樓之１,10.71,商,,,1081124,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.56,3,2,1,有,有,26250000,255948,,0,0,含增建或未登記建物。,RPXNMLNJJHPFFFA48DA,78.26,0,11.23,,
大安區,房地(土地+建物),臺北市大安區忠孝東路四段１８１巷４０弄２號,31.15,住,,,1080925,土地1建物1車位0,一層,六層,店面(店鋪),住家用,鋼筋混凝土造,750912,124.53,0,1,1,有,有,63500000,509917,,0,0,含增建或未登記建物。,RPQNMLTKJHPFFFA48DA,100.5,14.23,0,,
大安區,房地(土地+建物),臺北市大安區延吉街１７９號３樓,11.64,其他,,,1081109,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,721130,123.12,3,1,2,有,有,33780000,274366,,0,0,含增建或未登記建物。,RPOPMLSJJHPFFFA28DA,86.79,0,14.54,,
信義區,房地(土地+建物),臺北市信義區和平東路三段３４１巷１號４樓之２,20.88,住,,,1081124,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,700317,67.15,3,2,1,有,有,12000000,178704,,0,0,,RPRNMLMKJHPFFDA67DA,61.95,0,5.2,,
松山區,房地(土地+建物),臺北市松山區光復北路60巷42號5樓,2.56,住,,,1071205,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,681109,11.79,3,2,2,有,無,1544000,130958,,0,0,向政府機關承購之案件。；,RPVOMLMKKHPFFDA28DA,10.15,0,1.64,,
松山區,房地(土地+建物),臺北市松山區光復北路60巷42號5樓,7.79,住,,,1081205,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,681109,30.46,3,2,2,有,無,4280000,140512,,0,0,向政府機關承購之案件。；,RPOPMLMKKHPFFDA67DA,0,0,0,,
內湖區,房地(土地+建物),臺北市內湖區金龍路１１２巷５４號３樓,24.58,住,,,1081024,土地3建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701230,87.14,3,2,1,有,有,12120000,139087,,0,0,含增建或未登記建物。,RPQNMLOJJHPFFCA57DA,75.36,0,11.78,,
中山區,房地(土地+建物),臺北市中山區中山北路二段20巷15號三樓,10.57,住,,,1081212,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660923,49.76,2,2,1,有,無,11000000,221061,,0,0,含增建或未登記建物。；,RPTQMLLMJHPFFCA18DA,43.87,0,5.9,,
內湖區,房地(土地+建物),臺北市內湖區康寧路三段７５巷１８３號５樓,61.14,住,,,1080912,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850418,130.25,3,2,2,有,無,17950000,137812,,0,0,含增建或未登記建物。權利人二人。,RPOPMLMLJHPFFCA57DA,82.99,3.84,10.31,,
文山區,房地(土地+建物),臺北市文山區和興路２６巷７號４樓之１,19.27,住,,,1081128,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980317,82.7,2,1,1,有,有,12600000,152358,,0,0,含增建或未登記建物。,RPRNMLNKJHPFFAA47DA,45.92,3.35,3.01,,
萬華區,房地(土地+建物),臺北市萬華區汀州路一段９號７樓,20.68,商,,,1081127,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740319,168.49,5,4,3,有,無,25500000,151344,,0,0,含增建或未登記建物。,RPRNMLPJJHPFFBA67DA,97.16,49.34,15.68,,
大同區,房地(土地+建物),臺北市大同區民權西路１２２號５樓之５,3.46,商,,,1081123,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970623,41.08,2,1,1,有,有,8500000,206913,,0,0,含增建或未登記建物。；,RPOOMLQJJHPFFBA57DA,23.33,1.41,3.23,,
士林區,房地(土地+建物),臺北市士林區延平北路5段213巷17號,51.77,住,,,1081125,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610905,129.95,3,2,1,有,有,17690000,136129,,0,0,受債權債務影響或債務抵償之交易。；,RPWOMLLMJHPFFEA38CA,129.95,0,0,,
北投區,房地(土地+建物),臺北市北投區中山路２８之９號六樓,22.5,其他,,,1081205,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701231,159.12,3,1,1,有,有,14000000,87984,,0,0,,RPOOMLKMJHPFFEA47CA,106.81,0,23.55,,
大安區,房地(土地+建物),臺北市大安區溫州街22號6樓,31.34,住,,,1081115,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720125,158.96,3,2,1,有,有,12000000,75491,,0,0,親友、員工或其他特殊關係間之交易。；二等親間之交易。,RPQOMLMJJHPFFFA67CA,100.15,0,26.3,,
大安區,房地(土地+建物),臺北市大安區信義路四段１８８號三樓之８,3.61,商,,,1081206,土地2建物1車位0,三層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,850705,38.34,1,1,1,有,有,9900000,258216,,0,0,,RPQNMLOJJHPFFFA77CA,18.16,1.35,3.74,,
大安區,房地(土地+建物),臺北市大安區忠孝東路三段88號6樓之2,13.12,商,,,1081206,土地1建物1車位0,六層,十一層,辦公商業大樓,商業用,鋼筋混凝土造,830609,109.73,3,2,1,有,有,27500000,250615,,0,0,,RPSNMLQJJHPFFFA18CA,71.08,0,9.79,,
士林區,房地(土地+建物),臺北市士林區福壽街58號二樓,11.35,商,,,1081130,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030905,62,2,1,1,有,有,15180000,244839,,0,0,,RPVNMLRJJHPFFEA48CA,33.76,1.34,3.06,,
北投區,房地(土地+建物),臺北市北投區文化三路２５號六樓,34.4,住,,,1081210,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,741127,128.35,3,2,2,有,有,13500000,105181,,0,0,,RPSOMLRJJHPFFEA28CA,81.53,0,15.68,,
北投區,房地(土地+建物),臺北市北投區義理街１１號,13.67,住,,,1081124,土地1建物1車位0,一層，騎樓,三層,公寓(5樓含以下無電梯),住家用,加強磚造,630830,29.85,0,0,0,無,無,4600000,154104,,0,0,親友、員工或其他特殊關係間之交易。；,RPQNMLRJJHPFFEA97CA,29.85,0,0,,
北投區,房地(土地+建物),臺北市北投區義理街１１號,13.67,住,,,1081124,土地1建物1車位0,一層，騎樓,三層,公寓(5樓含以下無電梯),住家用,加強磚造,630830,29.85,0,0,0,無,無,4600000,154104,,0,0,親友、員工或其他特殊關係間之交易。；,RPRNMLRJJHPFFEA08CA,29.85,0,0,,
士林區,房地(土地+建物),臺北市士林區福港街107巷2號三樓,17.3,商,,,1081126,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650227,64.42,2,1,2,有,無,8000000,124185,,0,0,親友、員工或其他特殊關係間之交易。；,RPOPMLQJJHPFFEA87CA,64.42,0,0,,
士林區,房地(土地+建物),臺北市士林區中正路１８７巷４７號四樓,18.17,商,,,1081117,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740916,79.44,3,2,1,有,無,14900000,187563,,0,0,,RPROMLMJJHPFFEA67CA,68.34,1.03,7.81,,
士林區,房地(土地+建物),臺北市士林區中正路668號4樓,34.64,住,,,1081121,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790531,172.59,4,2,2,有,有,20500000,118779,,0,0,含增建或未登記建物。；,RPQNMLNJJHPFFEA57CA,140.94,0,16.52,,
士林區,房地(土地+建物),臺北市士林區忠誠路二段70巷13弄5號3樓,38.58,住,,,1081125,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690310,129.87,3,2,2,有,無,21000000,161700,,0,0,,RPWOMLOKJHPFFEA48CA,114.06,0,14.37,,
中山區,房地(土地+建物),臺北市中山區中山北路二段62巷22號六樓,26.67,住,,,1081209,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710515,115.81,3,2,1,有,無,9300000,80304,,0,0,親友、員工或其他特殊關係間之交易。；親友關係人間之交易，早期買屋時部分出資並借名登記，現以現金買回全部,RPVOMLNJKHPFFCA08CA,92.26,0,18.52,,
信義區,房地(土地+建物),臺北市信義區松德路２９３號四樓,33,住,,,1081101,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,114.25,3,2,1,有,無,13000000,113786,,0,0,親友、員工或其他特殊關係間之交易。；,RPUPMLOKJHPFFDA28CA,95.47,0,18.78,,
松山區,房地(土地+建物),臺北市松山區新東街54巷14號4樓,37.75,住,,,1081209,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630531,95.98,3,2,1,有,無,16080000,167535,,0,0,,RPTPMLNJJHPFFDA97CA,88.18,0,7.8,,
南港區,房地(土地+建物),臺北市南港區研究院路三段68巷10弄12號3樓之1,16.54,住,,,1081123,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,60.79,2,2,1,有,無,5900000,97055,,0,0,含增建或未登記建物。；,RPRNMLNJJHPFFDA57CA,52.98,0,7.81,,
信義區,房地(土地+建物),臺北市信義區富陽街２０巷７號四樓,33.04,住,,,1081206,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690103,118.15,3,2,2,有,無,13750000,116377,,0,0,,RPQOMLMJJHPFFDA47CA,103.09,0,15.06,,
南港區,房地(土地+建物),臺北市南港區研究院路一段９９號六樓之１,13.82,商,,,1081119,土地1建物1車位0,六層，電梯樓梯間,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871109,108,3,2,2,有,有,19800000,183333,,0,0,,RPVOMLNJJHPFFDA08CA,80.3,0,12.27,,
信義區,房地(土地+建物),臺北市信義區光復南路525號7樓之10,3.18,商,,,1081118,土地1建物1車位0,七層,十三層,套房(1房1廳1衛),商業用,鋼筋混凝土造,891124,31.3,1,1,1,有,有,8510000,271885,,0,0,含增建或未登記建物。依仲介公司提供之資料登錄,RPQOMLNJJHPFFDA57CA,20.15,0,2.28,,
松山區,房地(土地+建物),臺北市松山區民生東路5段137巷2號8樓之3,14.97,商,,,1081206,土地1建物1車位0,八層，陽台,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660119,129.31,3,2,2,有,有,27000000,208801,,0,0,,RPROMLNJJHPFFDA67CA,111.83,0,0,,
南港區,房地(土地+建物),臺北市南港區重陽路１６６巷４弄１０號四樓,30,住,,,1081206,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,59.64,2,2,2,有,無,7250000,121563,,0,0,含增建或未登記建物。；,RPSOMLNJJHPFFDA77CA,59.64,0,0,,
大同區,房地(土地+建物),臺北市大同區昌吉街８１巷２５弄１２號,35,住,,,1081115,土地1建物1車位0,一層，騎樓,三層,公寓(5樓含以下無電梯),,加強磚造,,60.62,2,1,1,有,無,9200000,151765,,0,0,親友、員工或其他特殊關係間之交易。；二親等買賣,RPPNMLRKJHPFFBA67CA,60.62,0,0,,
大同區,房地(土地+建物),臺北市大同區西寧北路128號六樓,13,其他,,,1081220,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,771011,72.33,1,1,1,有,無,10000000,138255,,0,0,,RPQNMLPKJHPFFBA57CA,52.62,2.16,7.69,,
中正區,房地(土地+建物),臺北市中正區臨沂街２８號６樓,18.92,住,,,1080919,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720421,103.67,3,2,2,有,有,26650000,257066,,0,0,,RPQPMLNKJHPFFBA57CA,77.72,0,13.31,,
中山區,房地(土地+建物),臺北市中山區民生東路一段72號11樓,8.3,商,,,1081026,土地1建物2車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,700423,83.96,2,2,1,有,有,12000000,142925,,0,0,含增建或未登記建物。；本案為格局為打通使用。,RPSNMLQJJHPFFCA87CA,56.95,0,0,,
內湖區,房地(土地+建物),臺北市內湖區文湖街60巷34號4樓,166.08,工,,,1081115,土地1建物1車位0,四層,五層,廠辦,工業用,鋼筋混凝土造,790411,375.73,0,0,0,無,無,34700000,92354,,0,0,含增建或未登記建物。；,RPQRMLNKJHPFFCA87CA,326.72,0,31.6,,
內湖區,房地(土地+建物),臺北市內湖區文湖街60巷32號4樓,162.39,工,,,1081115,土地1建物1車位0,四層,五層,廠辦,工業用,鋼筋混凝土造,790411,365.42,0,0,0,無,無,33800000,92496,,0,0,含增建或未登記建物。；,RPSRMLNKJHPFFCA08CA,315.42,0,33.18,,
中山區,房地(土地+建物),臺北市中山區撫順街24之5號,32.5,商,,,1081126,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,96.88,3,2,1,有,無,20200000,208505,,0,0,含增建或未登記建物。；,RPTPMLMJJHPFFCA77CA,96.88,0,0,,
萬華區,房地(土地+建物),臺北市萬華區青年路12號5樓之3,21.6,住,,,1081117,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760316,100.07,3,2,2,有,有,16200000,161887,,0,0,含增建或未登記建物。；,RPSOMLNJJHPFFBA57CA,68.12,0,9.51,,
萬華區,房地(土地+建物),臺北市萬華區環河南路二段119號3樓之8,25.98,其他,,,1081206,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630301,99.96,3,2,1,有,無,8500000,85034,,0,0,,RPXOMLNJJHPFFBA08CA,99.96,0,0,,
大同區,房地(土地+建物),臺北市大同區民生西路１７１巷２３號房屋地下層,27.31,住,,,1081122,土地1建物2車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800522,122.56,4,1,2,有,有,14500000,118319,,0,0,親友、員工或其他特殊關係間之交易。；,RPSNMLTJJHPFFBA08CA,100.89,2.56,7.74,,
文山區,房地(土地+建物),臺北市文山區景興路202巷17號十二樓之1,6.95,商,,,1081109,土地1建物1車位0,十二層,十五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,811006,54.64,1,1,1,有,有,9400000,172035,,0,0,,RPRNMLSJJHPFFAA77CA,35.32,0,4.69,,
文山區,房地(土地+建物),臺北市文山區景華街121巷12弄11號2樓,36.37,住,,,1081113,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630109,107.82,3,2,2,有,無,15000000,139121,,0,0,含增建或未登記建物。；,RPRNMLQJJHPFFAA57CA,97.65,0,10.17,,
中正區,房地(土地+建物),臺北市中正區汀州路三段１６０巷４之１號二樓之４,7.22,住,,,1081217,土地1建物1車位0,二層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,951130,33.21,1,2,1,有,有,8820000,265583,,0,0,,RPTOMLQJJHPFFAA87CA,15.98,0,6.87,,
文山區,房地(土地+建物),臺北市文山區福興路63巷4弄13號,19.42,住,,,1081116,土地3建物1車位0,一層，電梯樓梯間,八層,套房(1房1廳1衛),商業用,鋼筋混凝土造,860613,53.34,1,1,1,有,有,8300000,155606,,0,0,含增建或未登記建物。；,RPSPMLTJJHPFFAA18CA,43.35,0,5.62,,
文山區,房地(土地+建物),臺北市文山區興隆路四段１０９巷９８號四樓,30.81,住,,,1081208,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710226,106.69,3,2,2,有,無,11000000,103102,,0,0,含增建或未登記建物。；,RPRPMLNKJHPFFAA57CA,92.53,0,14.16,,
中正區,房地(土地+建物),臺北市中正區晉江街１８巷１０號,37,住,,,1081121,土地2建物1車位0,全,一層,透天厝,,見其他登記事項,,26.43,3,1,1,有,無,13525000,511729,,0,0,,RPPNMLKLJHPFFAA96CA,26.43,0,0,,
大同區,房地(土地+建物),臺北市大同區民權西路225巷22號,137,住,,,1081029,土地2建物1車位0,全,二層,透天厝,,磚造,,181.8,3,4,4,有,無,69100000,380088,,0,0,含增建或未登記建物。；,RPVPMLTJJHPFFBA58CA,181.8,0,0,,
萬華區,房地(土地+建物),臺北市萬華區西園路二段３７２巷３弄２號,42,住,,,1081117,土地1建物1車位0,全,二層,透天厝,,加強磚造,,82.56,2,1,2,有,無,11500000,139293,,0,0,,RPORMLTJJHPFFBA08CA,82.56,0,0,,
萬華區,房地(土地+建物),臺北市萬華區西園路二段３７２巷３弄４號,43,住,,,1081117,土地1建物1車位0,全,二層,透天厝,,加強磚造,,62.07,2,1,2,有,無,9000000,144998,,0,0,,SPORMLTJJHPFFBA18CA,62.07,0,0,,
萬華區,房地(土地+建物),臺北市萬華區環河南路二段１３０巷４弄２６號,39,住,,,1081127,土地1建物1車位0,全,一層,透天厝,,磚造,,27.83,2,1,1,有,無,10120000,363636,,0,0,,RPSNMLSJJHPFFBA97CA,27.83,0,0,,
